name of company,college name,region,year
DELOITTE CONSULTING INDIA P. LTD. (USI),VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
DOW CHEMICAL INTERNATIONAL P. LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
GODREJ & BOYCE MFG.CO.LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
INFOSYS LTD,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
KAL ATM SOFTWARE PVT LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
LARSEN AND TOUBRO LTD,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
LODHA GROUP OF COMPANIES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
NOMURA SERVICES INDIA P. LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
ORACLE FINANCIAL SERVICES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
PRICE WATER HOUSE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
RELIANCE INDUSTRIES LTD,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
SAMSUNG RESEARCH INDIA- R & D,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
STRYKER GLOBAL TECHNOLOGY P.LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
TRIDENT GROUP(ABHISHEK INDUSTRIES),VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
UBS SOFTWARE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
VARROC GROUP,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
WELLKNOWN POLYSTERS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
WIPRO TECHNOLOGIES LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
RAKUTEN,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
GOOGLE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
ADOBE SYSTEMS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
EPIC SYSTEMS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
COGNIZANT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
L & T INFOTECH,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
INFOSYS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
L & T,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
IBM INDIA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
GODREJ & BOYCE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
ORACLE FINANCIAL SER.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
DELOITTE CONSULTING,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
CITIUS TECH,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
CISCO SYSTEMS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017
RAKUTEN,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
INTERNET BUSINESS JAPAN,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
MORGAN STANLEY,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
SAMSUNG,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
CISCO,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
MEDIANET DIRECTI,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
CITICORP SERVICES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
BANK OF AMERICA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
HDFC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
INFOSYS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
WIPRO TECHNOLOGIES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
GODREJ,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
ACCENTURE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
DELOITTE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015
RAKUTEN,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
GOOGLE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
MORGAN STANLEY,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
CITICORP,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
ACCENTURE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
INFOSYS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
IBM LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
CITIUS TECH,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
LODHA GROUP,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
TECH MAHINDRA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
DELOITTE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
SAMSUNG,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
L & T LTD,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
ORACLE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014
SANMAR GROUP,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SUNGUARD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
ALLERIN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
PARAMETRIX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SUTHERLAND GLOBAL SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
BITWISE SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
ZEUS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
QUALITYKIOSK,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
FINANCIAL SOFTWARE & SYSTEM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
CMS IT SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
PRDXN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
BITWISE SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
POLARIS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
ALLERIN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
PC TECHNOLOGY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SYNTEL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SEED INFOTECH,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
MAJESCO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
HFCL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
DIRECTI SOLUTION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SALES ELEMENT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
RELIANCE JIO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
UGAM SOLUTION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
ECW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
INTECH,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
TANTRA GYAN BUSINESS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
NUCSOFT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
CYBERTECH,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
FLEXTRONIX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SIEMENS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
SUZLON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
3D PLM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016
ECLINICALWORKS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
MILES SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
ATOS INDIA PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
MILES SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
SYNTEL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
SYNTEL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
SKILLNET SOLUTIONS INDIA PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
CMS IT SERVICES PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
ECLINICALWORKS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
ECLINICALWORKS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
RAVE TECHNOLOGIES INDIA PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
RAVE TECHNOLOGIES INDIA PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
KRISNELA TECHNOLOGIES PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
AMAZON.COM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
AMAZON.COM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
LEADING FINANCIAL INSTITUTION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
EIOSYS PVT. LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
EIOSYS PVT. LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
VORTEX ENGINEERING PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
3DPLM SOFTWARE PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
NITAI PARTNERS SYSTEMS PVT LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
HCL INFOSYSTEMS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
HCL INFOSYSTEMS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
ECLINICALWORKS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
APTEAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
APTEAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
XL DYNAMICS INDIA PVT.LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
VORTEX ENGINEERING PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
VORTEX ENGINEERING PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
HEWLETT-PACKARD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
HEWLETT-PACKARD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
XL DYNAMICS INDIA PVT.LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
FINANCIAL SOFTWARE AND SYSTEMS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIMENSION DATA INDIA LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
CAPGEMINI INDIA PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
POLARIS CONSULTING AND SERVICES LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIMENSION DATA INDIA LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
POLARIS CONSULTING AND SERVICES LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUINNOX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
UGAM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUINNOX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
GTL LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TERADATA,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
EATON TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
EATON TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
E SCAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
VEMA SOLAR PVT. LTD. SOLAR ENERGY INTEGRATOR,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
"GLOBAL TALENT TRACK, PVT LTD.",ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TECH MAHINDRA BUSINESS SERVICES LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUICK HEAL TECHNOLOGIES PVT. LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
CAPGEMINI INDIA PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DELHIVERY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
3DPLM SOFTWARE PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
EXTRIEVE TECHNOLOGIES PVT. LTD.,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
3DPLM SOFTWARE PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
DIRECTI INTERNET SOLUTIONS PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUALITYKIOSK TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
QUINNOX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TATA TECHNOLOGY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
FORBES MARSHALL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
GLOBAL AUTOMATION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
MILES SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
MILES SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
POLARIS FINANCIAL TECHNOLOGY LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
L&T INFOTECH,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
MULTIPLIER SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TRIZETTO INDIA PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TRIZETTO INDIA PRIVATE LIMITED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
SYNTEL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015
TECHMAINSTAY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MUTECH SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JAIDEEP INFOSIS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ERGODE INFO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
FINANCIAL   SOFTWARE   SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
RELIANCE JIO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
RELIANCE JIO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MHAPSIS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SOGOSURVEY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
CMS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
IIT MUMBAI JOB   FAIR,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ECLERX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
INFINITY   COMPUTING   SYSTEM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JOB FAIR (IDEAL   WADA),ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SWABHAV TECH   LABS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ECW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
BUILDON COMPANY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SUTHERLAND GLOBAL   SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SHIPPING   CORPORATION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MHAPSIS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MARATHON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
CMS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ECW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ACCURAL SOLUTION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
PARAMATRIX,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
KPIT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MAPLE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JOB FAIR (D Y PATIL   MUMBAI),ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
E LEARNING SECTOR,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JBR HEALTH   EDUCATION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ATIDAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MINDGATE   SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JOB   FAIR(VISHWANIKETA  N COLLEGE),ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ECW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
D-MART,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
BITWISE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SYNTEL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MILES SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
PEOL   TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
PRDXN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ITTI,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
AMAZON,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
CAPGEMINI,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
JADE GOLBAL,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
BRIDGE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
MIRRAW,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SEED,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
RENDERED IDEAS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
IDEAS 91,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SMOLLAN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
V2STECH SOLUTIONS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ULTRAMAX INFONET,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
ZENSOFT SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
SILVERTECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
NUEROSPEECH TECHNOLOGIES PVT LTD,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
HEXAWARE TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017
